Kalimat,Label,,
"Tolong, tanggap dengan cepat!",Polisi,,
"Melihat perkelahian, polisi!",Polisi,,
"Polisi, bantu sekarang!",Polisi,,
"Kebakaran, polisi datang!",Polisi,,
Suara tembakan terdengar!,Polisi,,
"Seseorang menyerang, polisi!",Polisi,,
"Hentikan kekerasan, polisi!",Polisi,,
Ada ledakan di sini!,Polisi,,
"Seseorang mencurigakan, polisi!",Polisi,,
Bantuan segera diperlukan!,Polisi,,
"Ada penyerangan, panggil polisi!",Polisi,,
"Orang membawa senjata, polisi!",Polisi,,
"Selamatkan saya, polisi!",Polisi,,
"Kecelakaan lalu lintas, polisi!",Polisi,,
"Orang mencurigakan di sekitar, polisi!",Polisi,,
Bantu saya segera!,Polisi,,
Kebakaran di sini!,Polisi,,
"Seseorang membawa bom, polisi!",Polisi,,
Kerusuhan di tempat umum!,Polisi,,
"Orang mencurigakan, segera polisi!",Polisi,,
"Bantu lawan perampok, polisi!",Polisi,,
"Orang terperangkap, polisi!",Polisi,,
Teriakan-teriakan terdengar!,Polisi,,
Bantuan segera diperlukan!,Polisi,,
Kebakaran di apartemen!,Polisi,,
Orang membawa senjata tajam!,Polisi,,
"Orang mengancam, polisi!",Polisi,,
"Hentikan penyerangan, polisi!",Polisi,,
Ledakan di sini!,Polisi,,
"Orang mencurigakan di sekitar sekolah, polisi!",Polisi,,
Selamatkan saya sekarang!,Polisi,,
Orang terjebak di mobil!,Polisi,,
Teriakan keras terdengar!,Polisi,,
Bantu segera dan cepat!,Polisi,,
Kebakaran di gedung sekolah!,Polisi,,
Orang membawa senjata tumpul!,Polisi,,
Kerusuhan di pusat perbelanjaan!,Polisi,,
Orang mencurigakan di sekitar taman!,Polisi,,
Diancam oleh orang bersenjata!,Polisi,,
Hentikan penyerangan sekarang!,Polisi,,
Ledakan di kompleks perbelanjaan!,Polisi,,
Orang mencurigakan di sekitar industri!,Polisi,,
Bantu lawan perampok segera!,Polisi,,
Orang terperangkap di dalam lift!,Polisi,,
Teriakan-teriakan mencurigakan!,Polisi,,
Bantuan segera diperlukan!,Polisi,,
Kebakaran di gedung apartemen!,Polisi,,
"Tolong, ada keadaan darurat!",Polisi,,
Saya membutuhkan bantuan sekarang!,Polisi,,
"Tolong, panggilkan bantuan!",Polisi,,
Ada tindakan kriminal terjadi!,Polisi,,
Saya merasa terancam!,Polisi,,
"Tolong, ada perampokan!",Polisi,,
Segera datangkan bantuan!,Polisi,,
Saya butuh perlindungan!,Polisi,,
Ada orang mencoba mencuri!,Polisi,,
"Tolong, tanggap dengan cepat!",Polisi,,
Ada perkelahian yang terjadi!,Polisi,,
"Tolong, bantu saya!",Polisi,,
Ada situasi darurat!,Polisi,,
Saya melihat orang yang mencurigakan!,Polisi,,
"Tolong, segera bantu!",Polisi,,
Ada penyerangan yang terjadi!,Polisi,,
Saya melihat orang membawa senjata!,Polisi,,
"Tolong, selamatkan saya!",Polisi,,
Ada kecelakaan lalu lintas!,Polisi,,
Saya melihat orang yang mencurigakan di sekitar!,Polisi,,
"Tolong, bantu saya segera!",Polisi,,
Ada situasi bahaya!,Polisi,,
Saya melihat orang yang mencurigakan di sekitar saya!,Polisi,,
"Tolong, cepat tanggap!",Polisi,,
Ada situasi darurat mendesak!,Polisi,,
Saya melihat seseorang membawa benda mencurigakan!,Polisi,,
"Tolong, kirimkan bantuan segera!",Polisi,,
Ada kebakaran di sekitar!,Polisi,,
Saya mendengar suara-suara mencurigakan!,Polisi,,
"Tolong, berikan bantuan!",Polisi,,
Ada kerusuhan di tempat umum!,Polisi,,
Saya melihat seseorang berperilaku mencurigakan!,Polisi,,
"Tolong, cepat bantu!",Polisi,,
Ada ledakan di sekitar!,Polisi,,
Saya melihat seseorang membawa barang mencurigakan!,Polisi,,
"Tolong, datangkan bantuan segera!",Polisi,,
Ada situasi berbahaya!,Polisi,,
Saya melihat seseorang mencurigakan di sekitar rumah!,Polisi,,
"Tolong, tanggap dengan cepat dan tepat!",Polisi,,
Ada perampokan di sekitar!,Polisi,,
Saya melihat seseorang mencurigakan di sekitar sekolah!,Polisi,,
"Tolong, segera datangkan bantuan!",Polisi,,
Ada penyerangan di lingkungan ini!,Polisi,,
Saya melihat seseorang membawa senjata tajam!,Polisi,,
"Tolong, selamatkan saya sekarang juga!",Polisi,,
Ada kecelakaan di jalan raya!,Polisi,,
Saya melihat seseorang mencurigakan di sekitar pusat perbelanjaan!,Polisi,,
"Tolong, bantu saya secepatnya!",Polisi,,
Ada ledakan di dekat sini!,Polisi,,
Saya melihat seseorang mencurigakan di sekitar taman!,Polisi,,
"Tolong, kirimkan bantuan secepat mungkin!",Polisi,,
Ada situasi darurat mendesak!,Polisi,,
Saya melihat seseorang mencurigakan di sekitar industri!,Polisi,,
"Tolong, cepat bantu lawan perampok!",Polisi,,
Ada orang yang terjebak di dalam lift!,Polisi,,
Saya mendengar suara-suara mencurigakan di sekitar rumah!,Polisi,,
"Tolong, kirimkan bantuan dengan segera!",Polisi,,
Ada kebakaran di gedung apartemen!,Polisi,,
Saya melihat seseorang membawa senjata tumpul!,Polisi,,
"Tolong, hentikan penyerangan ini!",Polisi,,
Ada ledakan di kompleks perbelanjaan!,Polisi,,
Saya melihat seseorang mencurigakan di sekitar taman bermain!,Polisi,,
"Tolong, bantu saya melawan perampok sekarang juga!",Polisi,,
Ada orang yang terperangkap di dalam ruangan itu!,Polisi,,
Saya mendengar suara-suara mencurigakan di sekitar kantor!,Polisi,,
"Tolong, kirimkan bantuan segera!",Polisi,,
Ada kebakaran di gedung sekolah!,Polisi,,
Saya melihat seseorang membawa senjata tajam di sekitar stadion!,Polisi,,
"Tolong, bantu saya melawan perampok secepatnya!",Polisi,,
Ada orang yang terperangkap di dalam mobil!,Polisi,,
Saya mendengar suara-suara mencurigakan di sekitar tempat umum!,Polisi,,
"Tolong, kirimkan bantuan dengan cepat!",Polisi,,
Ada kebakaran di kompleks perumahan!,Polisi,,
Saya melihat seseorang membawa senjata tumpul di sekitar kawasan industri!,Polisi,,
"Tolong, hentikan kekerasan ini!",Polisi,,
Ada ledakan di sekitar kompleks perbelanjaan itu!,Polisi,,
Saya melihat seseorang mencurigakan di sekitar taman kota!,Polisi,,
"Tolong, bantu saya melawan perampokan ini dengan segera!",Polisi,,
Ada orang yang terperangkap di dalam lift itu!,Polisi,,
Saya mendengar suara-suara mencurigakan di sekitar rumah saya!,Polisi,,
"Tolong, kirimkan bantuan segera!",Polisi,,
Ada kebakaran di gedung sekolah!,Polisi,,
Saya melihat seseorang membawa senjata tajam di sekitar stadion!,Polisi,,
"Tolong, bantu saya melawan perampok secepatnya!",Polisi,,
Ada orang yang terperangkap di dalam mobil!,Polisi,,
Saya mendengar suara-suara mencurigakan di sekitar tempat umum!,Polisi,,
"Tolong, kirimkan bantuan dengan cepat!",Polisi,,
Ada kebakaran di kompleks perumahan!,Polisi,,
Saya melihat seseorang membawa senjata tumpul di sekitar kawasan industri!,Polisi,,
"Tolong, hentikan kekerasan ini!",Polisi,,
Ada ledakan di sekitar kompleks perbelanjaan itu!,Polisi,,
Saya melihat seseorang mencurigakan di sekitar taman kota!,Polisi,,
"Tolong, bantu saya melawan perampokan ini dengan segera!",Polisi,,
Ada orang yang terperangkap di dalam lift itu!,Polisi,,
Saya mendengar suara-suara mencurigakan di sekitar rumah saya!,Polisi,,
"Tolong, kirimkan bantuan secepat mungkin!",Polisi,,
Ada kebakaran di gedung apartemen itu!,Polisi,,
Saya melihat seseorang membawa senjata tajam di sekitar pusat perbelanjaan!,Polisi,,
"Tolong, hentikan penyerangan ini sekarang juga!",Polisi,,
Ada ledakan di kompleks perbelanjaan itu!,Polisi,,
Saya melihat seseorang mencurigakan di sekitar taman bermain anak!,Polisi,,
"Tolong, bantu saya melawan perampokan ini secepatnya!",Polisi,,
Ada orang yang terperangkap di dalam ruangan tersebut!,Polisi,,
Saya mendengar suara-suara mencurigakan di sekitar kantor itu!,Polisi,,
"Tolong, kirimkan bantuan dengan segera!",Polisi,,
Ada kebakaran di gedung sekolah tersebut!,Polisi,,
Saya melihat seseorang membawa senjata tajam di sekitar stadion itu!,Polisi,,
"Tolong, bantu saya melawan perampokan ini secepatnya!",Polisi,,
Ada orang yang terperangkap di dalam mobil itu!,Polisi,,
Saya mendengar suara-suara mencurigakan di sekitar tempat umum itu!,Polisi,,
"Tolong, kirimkan bantuan dengan cepat!",Polisi,,
Ada kebakaran di kompleks perumahan itu!,Polisi,,
Saya melihat seseorang membawa senjata tumpul di sekitar kawasan industri itu!,Polisi,,
"Tolong, hentikan kekerasan ini!",Polisi,,
Ada ledakan di sekitar kompleks perbelanjaan tersebut!,Polisi,,
Saya melihat seseorang mencurigakan di sekitar taman kota itu!,Polisi,,
"Tolong, bantu saya melawan perampokan ini dengan segera!",Polisi,,
Ada orang yang terperangkap di dalam lift itu!,Polisi,,
Saya mendengar suara-suara mencurigakan di sekitar rumah saya!,Polisi,,
"Tolong, kirimkan bantuan secepat mungkin!",Polisi,,
Ada kebakaran di gedung apartemen itu!,Pemadam Kebakaran,,
"Tolong, ada kebakaran",Pemadam Kebakaran,,
Bantuan! Kebakaran terjadi,Pemadam Kebakaran,,
Api! Panggil Pemadam Kebakaran,Pemadam Kebakaran,,
"Tolong, datangkan Pemadam Kebakaran",Pemadam Kebakaran,,
"Darurat, rumah terbakar",Pemadam Kebakaran,,
"Bantuan, Pemadam Kebakaran",Pemadam Kebakaran,,
Panggil Pemadam Kebakaran,Pemadam Kebakaran,,
"Kebakaran besar! Tolong, bantu!",Pemadam Kebakaran,,
"Segera, Pemadam Kebakaran diperlukan",Pemadam Kebakaran,,
"Api! Tolong, Pemadam Kebakaran!",Pemadam Kebakaran,,
"Panggil bantuan, Pemadam Kebakaran",Pemadam Kebakaran,,
"Segera minta bantuan, api!",Pemadam Kebakaran,,
"Ada kebakaran, minta bantuan!",Pemadam Kebakaran,,
"Tolong, segera panggil Pemadam Kebakaran",Pemadam Kebakaran,,
Bantu! Kebakaran besar!,Pemadam Kebakaran,,
"Terjadi kebakaran, Pemadam Kebakaran",Pemadam Kebakaran,,
"Bantuan, kebakaran meluas!",Pemadam Kebakaran,,
"Tolong, segera minta bantuan!",Pemadam Kebakaran,,
"Ada api, panggil Pemadam Kebakaran",Pemadam Kebakaran,,
Segera panggil Pemadam Kebakaran!,Pemadam Kebakaran,,
"Tolong, kebakaran di sini",Pemadam Kebakaran,,
"Ada api, bantu sekarang",Pemadam Kebakaran,,
"Segera minta bantuan, darurat",Pemadam Kebakaran,,
"Ada kebakaran, panggil bantuan",Pemadam Kebakaran,,
"Bantu, kebakaran terjadi",Pemadam Kebakaran,,
Tolong datangkan bantuan segera,Pemadam Kebakaran,,
"Segera panggil, rumah terbakar",Pemadam Kebakaran,,
"Tolong, minta bantuan sekarang",Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, darurat",Pemadam Kebakaran,,
"Ada api, bantuan diperlukan",Pemadam Kebakaran,,
"Tolong, datangkan dengan cepat",Pemadam Kebakaran,,
"Panggil sekarang, kebakaran",Pemadam Kebakaran,,
"Bantu segera, situasi darurat",Pemadam Kebakaran,,
"Tolong, ada api segera panggil",Pemadam Kebakaran,,
"Segera minta bantuan, kebakaran",Pemadam Kebakaran,,
"Tolong, kebakaran di sini! Panggil Pemadam Kebakaran",Pemadam Kebakaran,,
"Dibutuhkan Pemadam Kebakaran segera, ada api!",Pemadam Kebakaran,,
"Segera minta bantuan Pemadam Kebakaran, situasi darurat",Pemadam Kebakaran,,
"Ada kebakaran, tolong panggilkan Pemadam Kebakaran",Pemadam Kebakaran,,
"Bantuan secepatnya, kebakaran terjadi! Panggil Pemadam Kebakaran",Pemadam Kebakaran,,
"Darurat! Rumah terbakar, hubungi Pemadam Kebakaran",Pemadam Kebakaran,,
Tolong datangkan Pemadam Kebakaran dengan segera,Pemadam Kebakaran,,
"Panggil bantuan dari Pemadam Kebakaran, kebakaran meluas",Pemadam Kebakaran,,
Kebakaran besar! Segera panggil Pemadam Kebakaran,Pemadam Kebakaran,,
Mintalah bantuan sekarang dari Pemadam Kebakaran,Pemadam Kebakaran,,
"Tolong, ada api! Panggil Pemadam Kebakaran",Pemadam Kebakaran,,
"Panggilkan Pemadam Kebakaran, rumah terbakar!",Pemadam Kebakaran,,
"Segera minta bantuan, Pemadam Kebakaran diperlukan",Pemadam Kebakaran,,
"Butuh bantuan segera, ada kebakaran di sini",Pemadam Kebakaran,,
"Tolong segera panggil Pemadam Kebakaran, kebakaran terjadi",Pemadam Kebakaran,,
"Ada kebakaran besar, butuh Pemadam Kebakaran sekarang",Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, darurat terjadi",Pemadam Kebakaran,,
"Bantu, ada api! Minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
Tolong datangkan Pemadam Kebakaran sekarang juga,Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, situasi darurat",Pemadam Kebakaran,,
"Ada api, segera minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
"Tolong, segera panggil Pemadam Kebakaran",Pemadam Kebakaran,,
Ada kebakaran! Bantu sekarang!,Pemadam Kebakaran,,
"Segera minta bantuan, terjadi kebakaran!",Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, ada api!",Pemadam Kebakaran,,
"Bantu segera, rumah terbakar!",Pemadam Kebakaran,,
"Tolong, datangkan Pemadam Kebakaran cepat!",Pemadam Kebakaran,,
"Darurat, ada kebakaran, minta bantuan!",Pemadam Kebakaran,,
"Tolong, segera hubungi Pemadam Kebakaran",Pemadam Kebakaran,,
Ada kebakaran besar! Panggilkan bantuan Pemadam Kebakaran,Pemadam Kebakaran,,
"Bantu, Pemadam Kebakaran diperlukan!",Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, darurat terjadi!",Pemadam Kebakaran,,
"Segera minta bantuan, kebakaran meluas!",Pemadam Kebakaran,,
"Ada api, segera hubungi Pemadam Kebakaran",Pemadam Kebakaran,,
"Tolong, datangkan Pemadam Kebakaran segera!",Pemadam Kebakaran,,
"Bantuan, ada kebakaran di sini!",Pemadam Kebakaran,,
"Segera panggil Pemadam Kebakaran, rumah terbakar!",Pemadam Kebakaran,,
"Tolong, ada api! Minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
"Panggilkan Pemadam Kebakaran, situasi darurat!",Pemadam Kebakaran,,
"Darurat! Ada kebakaran, bantu!",Pemadam Kebakaran,,
"Tolong, segera minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
Ada kebakaran besar! Datangkan Pemadam Kebakaran!,Pemadam Kebakaran,,
"Tolong ada kebakaran, panggil Pemadam Kebakaran!",Pemadam Kebakaran,,
"Ada kebakaran besar, bantu sekarang!",Pemadam Kebakaran,,
"Segera minta bantuan, terjadi kebakaran di sini!",Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, ada api di rumah!",Pemadam Kebakaran,,
"Tolong, segera datangkan Pemadam Kebakaran yang cepat!",Pemadam Kebakaran,,
"Darurat, ada kebakaran, minta bantuan segera!",Pemadam Kebakaran,,
"Tolong, segera hubungi Pemadam Kebakaran sekarang!",Pemadam Kebakaran,,
"Ada kebakaran besar, panggilkan bantuan Pemadam Kebakaran!",Pemadam Kebakaran,,
"Bantu segera, rumah sedang terbakar!",Pemadam Kebakaran,,
"Tolong, datangkan Pemadam Kebakaran dengan cepat!",Pemadam Kebakaran,,
"Darurat, ada kebakaran, minta bantuan Pemadam Kebakaran!",Pemadam Kebakaran,,
"Tolong, segera panggil Pemadam Kebakaran!",Pemadam Kebakaran,,
"Ada kebakaran besar, bantuan Pemadam Kebakaran diperlukan!",Pemadam Kebakaran,,
"Segera minta bantuan, kebakaran sedang meluas!",Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, ada api di sini!",Pemadam Kebakaran,,
"Tolong, datangkan Pemadam Kebakaran segera!",Pemadam Kebakaran,,
"Bantu, ada kebakaran di lokasi ini!",Pemadam Kebakaran,,
"Segera panggil Pemadam Kebakaran, rumah sedang terbakar!",Pemadam Kebakaran,,
"Tolong, ada api! Minta bantuan dari Pemadam Kebakaran!",Pemadam Kebakaran,,
"Panggilkan Pemadam Kebakaran, situasi darurat terjadi!",Pemadam Kebakaran,,
"Darurat! Ada kebakaran, bantu sekarang!",Pemadam Kebakaran,,
"Tolong, segera minta bantuan dari Pemadam Kebakaran!",Pemadam Kebakaran,,
"Ada kebakaran besar, datangkan Pemadam Kebakaran sekarang!",Pemadam Kebakaran,,
"Tolong, kebakaran di sini! Panggil Pemadam Kebakaran",Pemadam Kebakaran,,
Darurat! Ada api! Bantu Pemadam Kebakaran,Pemadam Kebakaran,,
Ada kebakaran! Bantuan Pemadam Kebakaran diperlukan,Pemadam Kebakaran,,
"Segera minta bantuan, ada kebakaran!",Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, kebakaran terjadi",Pemadam Kebakaran,,
"Tolong, datangkan Pemadam Kebakaran cepat",Pemadam Kebakaran,,
"Ada kebakaran besar, butuh Pemadam Kebakaran",Pemadam Kebakaran,,
"Bantu segera, rumah terbakar!",Pemadam Kebakaran,,
"Tolong, segera hubungi Pemadam Kebakaran",Pemadam Kebakaran,,
Ada kebakaran besar! Panggil Pemadam Kebakaran,Pemadam Kebakaran,,
"Segera minta bantuan, kebakaran meluas",Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, darurat terjadi",Pemadam Kebakaran,,
"Tolong, ada api! Minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
"Panggilkan Pemadam Kebakaran, situasi darurat!",Pemadam Kebakaran,,
Darurat! Ada kebakaran! Bantu Pemadam Kebakaran,Pemadam Kebakaran,,
"Tolong, segera minta bantuan Pemadam Kebakaran",Pemadam Kebakaran,,
"Ada kebakaran besar, bantu sekarang!",Pemadam Kebakaran,,
"Segera panggil Pemadam Kebakaran, rumah terbakar!",Pemadam Kebakaran,,
"Tolong, ada api! Panggil Pemadam Kebakaran!",Pemadam Kebakaran,,
"Bantu segera, kebakaran terjadi!",Pemadam Kebakaran,,
"Panggil Pemadam Kebakaran, darurat!",Pemadam Kebakaran,,
Tolong saya butuh bantuan medis,Rumah Sakit,,
Ada kecelakaan mobil di sini,Rumah Sakit,,
Saya mengalami pendarahan hebat,Rumah Sakit,,
Tolong ada orang pingsan di dekat sini,Rumah Sakit,,
Saya terjatuh dan membutuhkan pertolongan,Rumah Sakit,,
Tolong segera antar ambulans,Rumah Sakit,,
Ada anak kecil terjebak di dalam mobil,Rumah Sakit,,
Saya merasa nyeri yang parah,Rumah Sakit,,
"Tolong, segera datang ke lokasi ini",Rumah Sakit,,
Ada luka serius yang perlu ditangani,Rumah Sakit,,
Saya tidak bisa bernapas dengan baik,Rumah Sakit,,
"Tolong bantu saya, saya muntah darah",Rumah Sakit,,
Ada orang yang pingsan di trotoar,Rumah Sakit,,
Saya merasa kehilangan kesadaran,Rumah Sakit,,
"Tolong, saya mengalami serangan jantung",Rumah Sakit,,
Ada luka bakar yang membutuhkan perawatan,Rumah Sakit,,
Saya membutuhkan pertolongan segera,Rumah Sakit,,
"Tolong, ada orang yang terluka parah",Rumah Sakit,,
Ada anak kecil yang terjatuh dari tangga,Rumah Sakit,,
Saya merasa pusing dan lemas,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit terdekat",Rumah Sakit,,
Ada orang yang kesulitan bernapas,Rumah Sakit,,
Saya mengalami serangan asma,Rumah Sakit,,
"Tolong, bantu saya menghentikan pendarahan",Rumah Sakit,,
Ada orang yang mengalami luka tembak,Rumah Sakit,,
Saya merasa sesak napas,Rumah Sakit,,
"Tolong, segera panggil ambulans",Rumah Sakit,,
Ada orang yang terjebak dalam mobil terbalik,Rumah Sakit,,
Saya mengalami pingsan tiba-tiba,Rumah Sakit,,
"Tolong, ada kecelakaan di jalan raya",Rumah Sakit,,
Ada anak kecil yang terluka parah,Rumah Sakit,,
Saya merasa mual dan pusing,Rumah Sakit,,
"Tolong, butuh bantuan medis sekarang",Rumah Sakit,,
Ada orang yang tidak sadarkan diri,Rumah Sakit,,
Saya mengalami luka serius,Rumah Sakit,,
"Tolong, segera bawa saya ke rumah sakit",Rumah Sakit,,
Ada kecelakaan di tempat kerja,Rumah Sakit,,
Saya merasa kejang-kejang,Rumah Sakit,,
"Tolong, ada orang yang terluka di taman",Rumah Sakit,,
Ada orang yang mengalami serangan epilepsi,Rumah Sakit,,
Saya mengalami patah tulang,Rumah Sakit,,
"Tolong, bantu saya menghentikan pendarahan",Rumah Sakit,,
Ada orang yang terjatuh dari tangga di mall,Rumah Sakit,,
Saya merasa sakit perut yang hebat,Rumah Sakit,,
"Tolong, ada orang yang terluka di lapangan",Rumah Sakit,,
Ada orang yang mengalami serangan jantung,Rumah Sakit,,
Saya mengalami kesulitan menelan,Rumah Sakit,,
"Tolong, segera antar saya ke rumah sakit",Rumah Sakit,,
Ada kecelakaan mobil di depan toko,Rumah Sakit,,
Saya merasa lelah yang luar biasa,Rumah Sakit,,
"Tolong, ada orang yang terjebak di dalam sumur",Rumah Sakit,,
Saya mengalami demam tinggi,Rumah Sakit,,
"Tolong, bantu saya mengatasi serangan panik",Rumah Sakit,,
Ada orang yang terluka parah di tempat kerja,Rumah Sakit,,
Saya merasa detak jantung tidak teratur,Rumah Sakit,,
"Tolong, segera antar saya ke unit gawat darurat",Rumah Sakit,,
Ada kebakaran di gedung apartemen,Rumah Sakit,,
Saya merasa pingsan dan lemas,Rumah Sakit,,
"Tolong, ada orang yang mengalami serangan epilepsi di taman",Rumah Sakit,,
Saya membutuhkan pertolongan cepat,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit terdekat sekarang",Rumah Sakit,,
Ada luka yang parah dan membutuhkan perawatan darurat,Rumah Sakit,,
Saya merasa sesak napas yang parah,Rumah Sakit,,
"Tolong, panggil ambulans secepatnya",Rumah Sakit,,
Ada anak kecil yang terjatuh dari kursi,Rumah Sakit,,
Saya mengalami pusing dan muntah-muntah,Rumah Sakit,,
"Tolong, butuh bantuan medis segera",Rumah Sakit,,
Ada orang yang terjebak dalam mobil yang terbakar,Rumah Sakit,,
Saya merasa nyeri dada yang tajam,Rumah Sakit,,
"Tolong, bantu saya melawan serangan asma",Rumah Sakit,,
Ada orang yang tidak sadar di trotoar,Rumah Sakit,,
Saya mengalami luka bakar yang parah,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit dengan segera",Rumah Sakit,,
Ada orang yang pingsan di tengah jalan,Rumah Sakit,,
Saya merasa kesemutan di lengan dan kaki,Rumah Sakit,,
"Tolong, ada orang yang terluka di gedung sekolah",Rumah Sakit,,
Saya mengalami tekanan darah tinggi,Rumah Sakit,,
"Tolong, segera panggil ambulans ke sini",Rumah Sakit,,
Ada luka parah yang membutuhkan perawatan cepat,Rumah Sakit,,
Saya merasa pandangan kabur dan pusing,Rumah Sakit,,
"Tolong, bantu saya menghentikan pendarahan di lengan",Rumah Sakit,,
Ada orang yang terluka di tempat olahraga,Rumah Sakit,,
Saya merasa mual dan ingin muntah,Rumah Sakit,,
"Tolong, segera bawa saya ke rumah sakit terdekat",Rumah Sakit,,
Ada orang yang tidak sadarkan diri di tempat umum,Rumah Sakit,,
Saya mengalami luka yang mengeluarkan banyak darah,Rumah Sakit,,
"Tolong, ada orang yang terluka di area parkir",Rumah Sakit,,
Saya merasa nyeri hebat di area perut,Rumah Sakit,,
"Tolong, segera datang dan bantu saya",Rumah Sakit,,
Ada orang yang terluka parah di area perbelanjaan,Rumah Sakit,,
Saya merasa detak jantung tidak stabil,Rumah Sakit,,
"Tolong, antar saya ke unit gawat darurat secepatnya",Rumah Sakit,,
Ada kecelakaan mobil di jalan raya,Rumah Sakit,,
Saya merasa lemas dan tidak berdaya,Rumah Sakit,,
"Tolong, ada orang yang terjebak dalam sumur",Rumah Sakit,,
Saya mengalami demam tinggi dan menggigil,Rumah Sakit,,
"Tolong, bantu saya mengatasi serangan panik secara cepat",Rumah Sakit,,
Ada orang yang terluka parah di tempat kerja,Rumah Sakit,,
Saya merasa detak jantung tidak teratur,Rumah Sakit,,
"Tolong, antar saya ke unit gawat darurat dengan segera",Rumah Sakit,,
Ada kebakaran di gedung apartemen,Rumah Sakit,,
Saya merasa pingsan dan kehilangan kesadaran,Rumah Sakit,,
"Tolong, ada orang yang mengalami serangan epilepsi di taman",Rumah Sakit,,
Saya membutuhkan pertolongan segera,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit terdekat sekarang",Rumah Sakit,,
Ada luka yang parah dan membutuhkan perawatan darurat,Rumah Sakit,,
Saya merasa sesak napas yang parah,Rumah Sakit,,
"Tolong, panggil ambulans secepatnya",Rumah Sakit,,
Ada anak kecil yang terjatuh dari kursi,Rumah Sakit,,
Saya mengalami pusing dan muntah-muntah,Rumah Sakit,,
"Tolong, butuh bantuan medis segera",Rumah Sakit,,
Ada orang yang terjebak dalam mobil yang terbakar,Rumah Sakit,,
Saya merasa nyeri dada yang tajam,Rumah Sakit,,
"Tolong, bantu saya melawan serangan asma",Rumah Sakit,,
Ada orang yang tidak sadar di trotoar,Rumah Sakit,,
Saya mengalami luka bakar yang parah,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit dengan segera",Rumah Sakit,,
Ada orang yang pingsan di tengah jalan,Rumah Sakit,,
Saya merasa kesemutan di lengan dan kaki,Rumah Sakit,,
"Tolong, ada orang yang terluka di gedung sekolah",Rumah Sakit,,
Saya mengalami tekanan darah tinggi,Rumah Sakit,,
"Tolong, segera panggil ambulans ke sini",Rumah Sakit,,
Ada luka parah yang membutuhkan perawatan cepat,Rumah Sakit,,
Saya merasa pandangan kabur dan pusing,Rumah Sakit,,
"Tolong, bantu saya menghentikan pendarahan di lengan",Rumah Sakit,,
Ada orang yang terluka di tempat olahraga,Rumah Sakit,,
Saya merasa mual dan ingin muntah,Rumah Sakit,,
"Tolong, segera bawa saya ke rumah sakit terdekat",Rumah Sakit,,
Ada orang yang tidak sadarkan diri di tempat umum,Rumah Sakit,,
Saya mengalami luka yang mengeluarkan banyak darah,Rumah Sakit,,
"Tolong, ada orang yang terluka di area parkir",Rumah Sakit,,
Saya merasa nyeri hebat di area perut,Rumah Sakit,,
"Tolong, segera datang dan bantu saya",Rumah Sakit,,
Ada orang yang terluka parah di area perbelanjaan,Rumah Sakit,,
Saya merasa detak jantung tidak stabil,Rumah Sakit,,
"Tolong, antar saya ke unit gawat darurat secepatnya",Rumah Sakit,,
Ada kecelakaan mobil di jalan raya,Rumah Sakit,,
Saya merasa lemas dan tidak berdaya,Rumah Sakit,,
"Tolong, ada orang yang terjebak dalam sumur",Rumah Sakit,,
Saya mengalami demam tinggi dan menggigil,Rumah Sakit,,
"Tolong, bantu saya mengatasi serangan panik secara cepat",Rumah Sakit,,
Ada orang yang terluka parah di tempat kerja,Rumah Sakit,,
Saya merasa detak jantung tidak teratur,Rumah Sakit,,
"Tolong, antar saya ke unit gawat darurat dengan segera",Rumah Sakit,,
Ada kebakaran di gedung apartemen,Rumah Sakit,,
Saya merasa pingsan dan kehilangan kesadaran,Rumah Sakit,,
"Tolong, ada orang yang mengalami serangan epilepsi di taman",Rumah Sakit,,
Saya membutuhkan pertolongan segera,Rumah Sakit,,
"Tolong, antar saya ke rumah sakit terdekat sekarang",Rumah Sakit,,
Ada luka yang parah dan membutuhkan perawatan darurat,Rumah Sakit,,
Saya merasa sesak napas yang parah,Rumah Sakit,,
"Tolong, panggil ambulans secepatnya",Rumah Sakit,,
Ada anak kecil yang terjatuh dari kursi,Rumah Sakit,,
Saya mengalami pusing dan muntah-muntah,Rumah Sakit,,
"Tolong, butuh bantuan medis segera",Rumah Sakit,,
Ada orang yang terjebak dalam mobil yang terbakar,Rumah Sakit,,
